Attacker No.,Database,Time Entered,Time Spent (S),Commands Run,Modification Attempts,Filename,Database (Avgs),Avg Time Connected,Avg Commands Run,Avg File Modifications
1075,1,2022-10-21 07:00:56.655,-0.065,0,0,2022-10-23-1031_DATABASE_1_log,,,,
1076,1,2022-10-21 07:00:56.747,-0.039,0,0,2022-10-23-1032_DATABASE_1_log,,,,
1077,1,2022-10-21 07:00:56.749,-0.037,0,0,2022-10-23-1033_DATABASE_1_log,,,,
1078,1,2022-10-21 07:00:56.749,-0.036,0,0,2022-10-23-1034_DATABASE_1_log,,,,
1079,1,2022-10-21 07:00:56.749,-0.036,0,0,2022-10-23-1035_DATABASE_1_log,,,,
1080,1,2022-10-21 07:00:56.758,-0.034,0,0,2022-10-23-1036_DATABASE_1_log,,,,
1081,1,2022-10-21 07:00:56.772,-0.033,0,0,2022-10-23-1037_DATABASE_1_log,,,,
1082,1,2022-10-21 07:00:58.432,-0.515,0,0,2022-10-23-1038_DATABASE_1_log,,,,
1083,1,2022-10-21 07:00:58.433,-0.514,0,0,2022-10-23-1039_DATABASE_1_log,,,,
1084,1,2022-10-21 07:00:58.433,-0.512,0,0,2022-10-23-1040_DATABASE_1_log,,,,
1085,1,2022-10-21 07:00:58.434,-0.512,0,0,2022-10-23-1041_DATABASE_1_log,,,,
1086,1,2022-10-21 07:00:58.435,-0.511,0,0,2022-10-23-1042_DATABASE_1_log,,,,
1087,1,2022-10-21 07:01:02.859,-0.51,0,0,2022-10-23-1043_DATABASE_1_log,,,,
1088,1,2022-10-21 07:01:11.359,-0.506,0,0,2022-10-23-1044_DATABASE_1_log,,,,
1089,1,2022-10-21 07:01:11.361,-0.505,0,0,2022-10-23-1045_DATABASE_1_log,,,,
1090,1,2022-10-21 07:01:11.369,-0.504,0,0,2022-10-23-1046_DATABASE_1_log,,,,
1091,1,2022-10-21 07:01:11.370,-0.503,0,0,2022-10-23-1047_DATABASE_1_log,,,,
1092,1,2022-10-21 07:25:11.297,-0.501,0,0,2022-10-23-1048_DATABASE_1_log,,,,
1093,1,2022-10-21 07:26:29.232,-0.483,0,0,2022-10-23-1049_DATABASE_1_log,,,,
1094,1,2022-10-21 07:26:29.233,-0.483,0,0,2022-10-23-1050_DATABASE_1_log,,,,
1095,1,2022-10-21 07:26:29.261,-0.462,0,0,2022-10-23-1051_DATABASE_1_log,,,,
1096,1,2022-10-21 07:26:29.265,-0.462,0,0,2022-10-23-1052_DATABASE_1_log,,,,
1097,1,2022-10-21 07:26:29.266,-0.461,0,0,2022-10-23-1053_DATABASE_1_log,,,,
1098,1,2022-10-21 07:26:29.266,-0.461,0,0,2022-10-23-1054_DATABASE_1_log,,,,
1099,1,2022-10-21 07:26:29.266,-0.461,0,0,2022-10-23-1055_DATABASE_1_log,,,,
1100,1,2022-10-21 07:26:29.269,-0.461,0,0,2022-10-23-1056_DATABASE_1_log,,,,
1101,1,2022-10-21 07:26:29.269,-0.29,0,0,2022-10-23-1057_DATABASE_1_log,,,,
1102,1,2022-10-21 07:26:29.270,-0.436,0,0,2022-10-23-1058_DATABASE_1_log,,,,
1103,1,2022-10-21 07:26:29.272,-0.434,0,0,2022-10-23-1059_DATABASE_1_log,,,,
1104,1,2022-10-21 07:26:29.272,-0.434,0,0,2022-10-23-1100_DATABASE_1_log,,,,
1105,1,2022-10-21 07:26:29.272,-0.426,0,0,2022-10-23-1101_DATABASE_1_log,,,,
1106,1,2022-10-21 07:29:48.668,-0.424,0,0,2022-10-23-1102_DATABASE_1_log,,,,
1107,1,2022-10-21 07:34:44.834,-0.421,0,0,2022-10-23-1103_DATABASE_1_log,,,,
1108,1,2022-10-21 07:34:44.836,-0.418,0,0,2022-10-23-1104_DATABASE_1_log,,,,
1109,1,2022-10-21 07:34:44.836,-0.414,0,0,2022-10-23-1105_DATABASE_1_log,,,,
1110,1,2022-10-21 07:34:44.837,-0.281,0,0,2022-10-23-1106_DATABASE_1_log,,,,
1111,1,2022-10-21 07:34:44.842,0,0,0,2022-10-23-1107_DATABASE_1_log,,,,
1112,1,2022-10-21 07:34:44.843,0.062,0,0,2022-10-23-1108_DATABASE_1_log,,,,
1113,1,2022-10-21 07:34:44.846,0.063,0,0,2022-10-23-1109_DATABASE_1_log,,,,
1114,1,2022-10-21 07:34:44.846,0.159,0,0,2022-10-23-1110_DATABASE_1_log,,,,
1115,1,2022-10-21 07:34:44.847,0.056,0,0,2022-10-23-1111_DATABASE_1_log,,,,
1116,1,2022-10-21 07:34:44.850,0.208,0,0,2022-10-23-1112_DATABASE_1_log,,,,
1117,1,2022-10-21 07:34:44.852,0.209,0,0,2022-10-23-1113_DATABASE_1_log,,,,
1118,1,2022-10-21 07:34:44.853,0.21,0,0,2022-10-23-1114_DATABASE_1_log,,,,
1119,1,2022-10-21 07:34:44.854,0.211,0,0,2022-10-23-1115_DATABASE_1_log,,,,
1120,1,2022-10-21 07:35:49.325,0.214,0,0,2022-10-23-1116_DATABASE_1_log,,,,
1121,1,2022-10-21 07:35:55.142,0.215,0,0,2022-10-23-1117_DATABASE_1_log,,,,
1122,1,2022-10-21 07:34:57.008,0.216,0,0,2022-10-23-1118_DATABASE_1_log,,,,
1123,1,2022-10-21 07:34:57.009,0.217,0,0,2022-10-23-1119_DATABASE_1_log,,,,
1124,1,2022-10-21 07:34:57.010,0.218,0,0,2022-10-23-1120_DATABASE_1_log,,,,
1125,1,2022-10-21 07:34:57.010,0.22,0,0,2022-10-23-1121_DATABASE_1_log,,,,
1126,1,2022-10-21 07:34:57.011,0,0,0,2022-10-23-1122_DATABASE_1_log,,,,
1127,1,2022-10-21 07:34:57.016,-0.468,0,0,2022-10-23-1123_DATABASE_1_log,,,,
1128,1,2022-10-21 07:34:57.021,-0.235,0,0,2022-10-23-1124_DATABASE_1_log,,,,
1129,1,2022-10-21 07:34:57.022,-0.234,0,0,2022-10-23-1125_DATABASE_1_log,,,,
1130,1,2022-10-21 07:34:57.022,-0.234,0,0,2022-10-23-1126_DATABASE_1_log,,,,
1131,1,2022-10-21 07:34:57.038,-0.225,0,0,2022-10-23-1127_DATABASE_1_log,,,,
1132,1,2022-10-21 07:34:57.038,0.007,0,0,2022-10-23-1128_DATABASE_1_log,,,,
1133,1,2022-10-21 07:34:57.038,0.567,0,0,2022-10-23-1129_DATABASE_1_log,,,,
1134,1,2022-10-21 07:34:57.040,0.569,0,0,2022-10-23-1130_DATABASE_1_log,,,,
1135,1,2022-10-21 07:51:35.798,0.578,0,0,2022-10-23-1131_DATABASE_1_log,,,,
1136,1,2022-10-21 07:51:35.800,0.59,0,0,2022-10-23-1132_DATABASE_1_log,,,,
1137,1,2022-10-21 07:51:35.800,0.597,0,0,2022-10-23-1133_DATABASE_1_log,,,,
1138,1,2022-10-21 07:51:35.801,0.599,0,0,2022-10-23-1134_DATABASE_1_log,,,,
1139,1,2022-10-21 07:51:35.801,0.639,0,0,2022-10-23-1135_DATABASE_1_log,,,,
1140,1,2022-10-21 07:51:35.802,-0.46,0,0,2022-10-23-1136_DATABASE_1_log,,,,
1141,1,2022-10-21 07:51:35.803,-0.45,0,0,2022-10-23-1137_DATABASE_1_log,,,,
1142,1,2022-10-21 07:51:35.804,-0.448,0,0,2022-10-23-1138_DATABASE_1_log,,,,
1143,1,2022-10-21 07:51:35.805,-0.428,0,0,2022-10-23-1139_DATABASE_1_log,,,,
1144,1,2022-10-21 07:51:35.807,-0.428,0,0,2022-10-23-1140_DATABASE_1_log,,,,
1145,1,2022-10-21 07:51:35.807,-0.427,0,0,2022-10-23-1141_DATABASE_1_log,,,,
1146,1,2022-10-21 07:51:35.821,-0.427,0,0,2022-10-23-1142_DATABASE_1_log,,,,
1147,1,2022-10-21 07:51:35.822,-0.388,0,0,2022-10-23-1143_DATABASE_1_log,,,,
1148,1,2022-10-21 07:51:35.822,-0.247,0,0,2022-10-23-1144_DATABASE_1_log,,,,
1149,1,2022-10-21 07:51:35.822,-0.118,0,0,2022-10-23-1145_DATABASE_1_log,,,,
1150,1,2022-10-21 07:51:35.823,-0.109,0,0,2022-10-23-1146_DATABASE_1_log,,,,
1151,1,2022-10-21 07:51:35.823,-0.027,0,0,2022-10-23-1147_DATABASE_1_log,,,,
1152,1,2022-10-21 07:51:35.824,0.53,0,0,2022-10-23-1148_DATABASE_1_log,,,,
1153,1,2022-10-21 07:51:35.824,0.626,0,0,2022-10-23-1149_DATABASE_1_log,,,,
1154,1,2022-10-21 07:51:35.825,0,0,0,2022-10-23-1150_DATABASE_1_log,,,,
1155,1,2022-10-21 07:51:35.825,0.12,0,0,2022-10-23-1151_DATABASE_1_log,,,,
1156,1,2022-10-21 07:51:35.825,0.122,0,0,2022-10-23-1152_DATABASE_1_log,,,,
1157,1,2022-10-21 07:51:35.826,0.142,0,0,2022-10-23-1153_DATABASE_1_log,,,,
1158,1,2022-10-21 07:51:35.826,0.143,0,0,2022-10-23-1154_DATABASE_1_log,,,,
1159,1,2022-10-21 07:51:35.826,0.167,0,0,2022-10-23-1155_DATABASE_1_log,,,,
1160,1,2022-10-21 07:51:35.827,-0.755,0,0,2022-10-23-1156_DATABASE_1_log,,,,
1161,1,2022-10-21 07:51:35.827,-0.671,0,0,2022-10-23-1157_DATABASE_1_log,,,,
1162,1,2022-10-21 07:51:35.827,-0.184,0,0,2022-10-23-1158_DATABASE_1_log,,,,
1163,1,2022-10-21 07:51:35.828,-0.143,0,0,2022-10-23-1159_DATABASE_1_log,,,,
1164,1,2022-10-21 07:51:35.828,-0.129,0,0,2022-10-23-1200_DATABASE_1_log,,,,
1165,1,2022-10-21 07:51:35.828,-0.106,0,0,2022-10-23-1201_DATABASE_1_log,,,,
1166,1,2022-10-21 07:51:35.829,-0.09,0,0,2022-10-23-1202_DATABASE_1_log,,,,
1167,1,2022-10-21 07:51:35.831,-0.089,0,0,2022-10-23-1203_DATABASE_1_log,,,,
1168,1,2022-10-21 07:51:35.831,-0.089,0,0,2022-10-23-1204_DATABASE_1_log,,,,
1169,1,2022-10-21 07:51:35.831,-0.088,0,0,2022-10-23-1205_DATABASE_1_log,,,,
1170,1,2022-10-21 07:51:35.832,-0.088,0,0,2022-10-23-1206_DATABASE_1_log,,,,
1171,1,2022-10-21 07:51:35.832,-0.087,0,0,2022-10-23-1207_DATABASE_1_log,,,,
1172,1,2022-10-21 07:51:35.832,-0.086,0,0,2022-10-23-1208_DATABASE_1_log,,,,
1173,1,2022-10-21 07:51:35.832,-0.067,0,0,2022-10-23-1209_DATABASE_1_log,,,,
1174,1,2022-10-21 07:51:35.832,-0.067,0,0,2022-10-23-1210_DATABASE_1_log,,,,
1175,1,2022-10-21 07:57:39.262,-0.066,0,0,2022-10-23-1211_DATABASE_1_log,,,,
1176,1,2022-10-21 07:57:39.263,-0.065,0,0,2022-10-23-1212_DATABASE_1_log,,,,
1177,1,2022-10-21 07:57:39.266,-0.064,0,0,2022-10-23-1213_DATABASE_1_log,,,,
1178,1,2022-10-21 07:57:39.266,-0.063,0,0,2022-10-23-1214_DATABASE_1_log,,,,
1179,1,2022-10-21 07:57:39.267,-0.032,0,0,2022-10-23-1215_DATABASE_1_log,,,,
1180,1,2022-10-21 07:57:40.164,0.262,0,0,2022-10-23-1216_DATABASE_1_log,,,,
1181,1,2022-10-21 07:57:41.463,0.587,0,0,2022-10-23-1217_DATABASE_1_log,,,,
1182,1,2022-10-21 07:57:42.658,0.593,0,0,2022-10-23-1218_DATABASE_1_log,,,,
1183,1,2022-10-21 07:57:42.659,0.593,0,0,2022-10-23-1219_DATABASE_1_log,,,,
1184,1,2022-10-21 07:57:42.662,0.596,0,0,2022-10-23-1220_DATABASE_1_log,,,,
1185,1,2022-10-21 07:57:42.663,0.604,0,0,2022-10-23-1221_DATABASE_1_log,,,,
1186,1,2022-10-21 07:57:42.663,0.604,0,0,2022-10-23-1222_DATABASE_1_log,,,,
1187,1,2022-10-21 07:57:42.663,0.609,0,0,2022-10-23-1223_DATABASE_1_log,,,,
1188,1,2022-10-21 08:01:07.800,0.61,0,0,2022-10-23-1224_DATABASE_1_log,,,,
1189,1,2022-10-21 08:01:48.001,0.611,0,0,2022-10-23-1225_DATABASE_1_log,,,,
1190,1,2022-10-21 08:01:48.013,0.624,0,0,2022-10-23-1226_DATABASE_1_log,,,,
1191,1,2022-10-21 08:01:48.017,0.636,0,0,2022-10-23-1227_DATABASE_1_log,,,,
1192,1,2022-10-21 08:01:48.021,0.642,0,0,2022-10-23-1228_DATABASE_1_log,,,,
1193,1,2022-10-21 08:01:49.211,0.642,0,0,2022-10-23-1229_DATABASE_1_log,,,,
1194,1,2022-10-21 08:01:49.212,0.659,0,0,2022-10-23-1230_DATABASE_1_log,,,,
1195,1,2022-10-21 08:01:49.213,0.787,0,0,2022-10-23-1231_DATABASE_1_log,,,,
1196,1,2022-10-21 08:01:49.214,-0.099,0,0,2022-10-23-1232_DATABASE_1_log,,,,
1197,1,2022-10-21 08:01:49.214,-0.096,0,0,2022-10-23-1233_DATABASE_1_log,,,,
1198,1,2022-10-21 08:01:49.217,0.524,0,0,2022-10-23-1234_DATABASE_1_log,,,,
1199,1,2022-10-21 08:01:49.217,0.526,0,0,2022-10-23-1235_DATABASE_1_log,,,,
1200,1,2022-10-21 08:01:54.457,0.54,0,0,2022-10-23-1236_DATABASE_1_log,,,,
1201,1,2022-10-21 08:01:57.500,0.541,0,0,2022-10-23-1237_DATABASE_1_log,,,,
1202,1,2022-10-21 08:01:57.500,0.543,0,0,2022-10-23-1238_DATABASE_1_log,,,,
1203,1,2022-10-21 08:01:57.503,0.544,0,0,2022-10-23-1239_DATABASE_1_log,,,,
1204,1,2022-10-21 08:04:01.319,0.545,0,0,2022-10-23-1240_DATABASE_1_log,,,,
1205,1,2022-10-21 08:08:56.933,0.545,0,0,2022-10-23-1241_DATABASE_1_log,,,,
1206,1,2022-10-21 08:14:26.421,-0.292,0,0,2022-10-23-1242_DATABASE_1_log,,,,
1207,1,2022-10-21 08:14:25.892,-0.112,0,0,2022-10-23-1243_DATABASE_1_log,,,,
1208,1,2022-10-21 08:14:25.938,0.001,0,0,2022-10-23-1244_DATABASE_1_log,,,,
1209,1,2022-10-21 08:31:47.170,0.003,0,0,2022-10-23-1245_DATABASE_1_log,,,,
1210,1,2022-10-21 08:42:11.537,0.004,0,0,2022-10-23-1246_DATABASE_1_log,,,,
1211,1,2022-10-21 08:42:11.539,0.009,0,0,2022-10-23-1247_DATABASE_1_log,,,,
1212,1,2022-10-21 08:42:11.539,0.009,0,0,2022-10-23-1248_DATABASE_1_log,,,,
1213,1,2022-10-21 08:42:11.539,0.01,0,0,2022-10-23-1249_DATABASE_1_log,,,,
1214,1,2022-10-21 08:42:11.540,0.01,0,0,2022-10-23-1250_DATABASE_1_log,,,,
1215,1,2022-10-21 08:42:11.545,0.023,0,0,2022-10-23-1251_DATABASE_1_log,,,,
1216,1,2022-10-21 08:42:11.545,0.025,0,0,2022-10-23-1252_DATABASE_1_log,,,,
1217,1,2022-10-21 08:42:11.546,0.027,0,0,2022-10-23-1253_DATABASE_1_log,,,,
1218,1,2022-10-21 08:42:11.548,0.028,0,0,2022-10-23-1254_DATABASE_1_log,,,,
1219,1,2022-10-21 08:42:11.548,0.028,0,0,2022-10-23-1255_DATABASE_1_log,,,,
1220,1,2022-10-21 08:42:11.549,-0.709,0,0,2022-10-23-1256_DATABASE_1_log,,,,
1221,1,2022-10-21 08:42:11.549,-0.614,0,0,2022-10-23-1257_DATABASE_1_log,,,,
1222,1,2022-10-21 08:42:11.550,-0.614,0,0,2022-10-23-1258_DATABASE_1_log,,,,
1223,1,2022-10-21 08:42:11.550,-0.005,0,0,2022-10-23-1259_DATABASE_1_log,,,,
1224,1,2022-10-21 08:42:11.550,0.271,0,0,2022-10-23-1300_DATABASE_1_log,,,,
1225,1,2022-10-21 08:42:11.551,0.306,0,0,2022-10-23-1301_DATABASE_1_log,,,,
1226,1,2022-10-21 08:42:11.554,-0.748,0,0,2022-10-23-1302_DATABASE_1_log,,,,
1227,1,2022-10-21 08:42:11.554,-0.708,0,0,2022-10-23-1303_DATABASE_1_log,,,,
1228,1,2022-10-21 08:42:11.555,-0.706,0,0,2022-10-23-1304_DATABASE_1_log,,,,
1229,1,2022-10-21 08:42:12.929,-0.704,0,0,2022-10-23-1305_DATABASE_1_log,,,,
1230,1,2022-10-21 08:48:23.335,0.066,0,0,2022-10-23-1306_DATABASE_1_log,,,,
1231,1,2022-10-21 09:05:08.096,-0.37,0,0,2022-10-23-1307_DATABASE_1_log,,,,
1232,1,2022-10-21 09:05:08.246,-0.343,0,0,2022-10-23-1308_DATABASE_1_log,,,,
1233,1,2022-10-21 09:37:54.042,-0.337,0,0,2022-10-23-1309_DATABASE_1_log,,,,
1234,1,2022-10-21 10:01:56.394,-0.277,0,0,2022-10-23-1310_DATABASE_1_log,,,,
1235,1,2022-10-21 10:02:28.233,0.379,0,0,2022-10-23-1311_DATABASE_1_log,,,,
1236,1,2022-10-21 10:53:00.447,0.38,0,0,2022-10-23-1312_DATABASE_1_log,,,,
1237,1,2022-10-21 10:53:00.448,0.398,0,0,2022-10-23-1313_DATABASE_1_log,,,,
1238,1,2022-10-21 10:53:00.449,-0.224,0,0,2022-10-23-1314_DATABASE_1_log,,,,
1239,1,2022-10-21 10:53:00.456,-0.222,0,0,2022-10-23-1315_DATABASE_1_log,,,,
1240,1,2022-10-21 10:53:00.457,-0.222,0,0,2022-10-23-1316_DATABASE_1_log,,,,
1241,1,2022-10-21 10:53:00.457,-0.221,0,0,2022-10-23-1317_DATABASE_1_log,,,,
1242,1,2022-10-21 10:53:00.459,-0.214,0,0,2022-10-23-1318_DATABASE_1_log,,,,
1243,1,2022-10-21 10:53:00.460,-0.212,0,0,2022-10-23-1319_DATABASE_1_log,,,,
1244,1,2022-10-21 10:53:00.460,-0.203,0,0,2022-10-23-1320_DATABASE_1_log,,,,
1245,1,2022-10-21 10:53:00.463,-0.202,0,0,2022-10-23-1321_DATABASE_1_log,,,,
1246,1,2022-10-21 10:53:00.463,-0.202,0,0,2022-10-23-1322_DATABASE_1_log,,,,
1247,1,2022-10-21 10:53:00.466,-0.201,0,0,2022-10-23-1323_DATABASE_1_log,,,,
1248,1,2022-10-21 10:53:00.489,-0.194,0,0,2022-10-23-1324_DATABASE_1_log,,,,
1249,1,2022-10-21 11:22:27.416,-0.177,0,0,2022-10-23-1325_DATABASE_1_log,,,,
1250,1,2022-10-21 11:23:25.574,-0.326,0,0,2022-10-23-1326_DATABASE_1_log,,,,
1251,1,2022-10-21 11:36:06.393,-0.325,0,0,2022-10-23-1327_DATABASE_1_log,,,,
1252,1,2022-10-21 11:36:06.395,-0.324,0,0,2022-10-23-1328_DATABASE_1_log,,,,
1253,1,2022-10-21 11:36:06.395,-0.323,0,0,2022-10-23-1329_DATABASE_1_log,,,,
1254,1,2022-10-21 11:36:06.396,-0.228,0,0,2022-10-23-1330_DATABASE_1_log,,,,
1255,1,2022-10-21 11:36:06.396,-0.187,0,0,2022-10-23-1331_DATABASE_1_log,,,,
1256,1,2022-10-21 11:36:06.402,-0.186,0,0,2022-10-23-1332_DATABASE_1_log,,,,
1257,1,2022-10-21 11:36:06.403,-0.184,0,0,2022-10-23-1333_DATABASE_1_log,,,,
1258,1,2022-10-21 11:36:06.403,-0.179,0,0,2022-10-23-1334_DATABASE_1_log,,,,
1259,1,2022-10-21 11:36:06.404,-0.157,0,0,2022-10-23-1335_DATABASE_1_log,,,,
1260,1,2022-10-21 11:36:06.405,-0.156,0,0,2022-10-23-1336_DATABASE_1_log,,,,
1261,1,2022-10-21 11:36:06.405,-0.101,0,0,2022-10-23-1337_DATABASE_1_log,,,,
1262,1,2022-10-21 11:36:06.406,0.034,0,0,2022-10-23-1338_DATABASE_1_log,,,,
1263,1,2022-10-21 11:36:06.406,0.035,0,0,2022-10-23-1339_DATABASE_1_log,,,,
1264,1,2022-10-21 11:36:07.677,0.065,0,0,2022-10-23-1340_DATABASE_1_log,,,,
1265,1,2022-10-21 11:36:07.677,0.09,0,0,2022-10-23-1341_DATABASE_1_log,,,,
1266,1,2022-10-21 11:37:51.777,-0.797,0,0,2022-10-23-1342_DATABASE_1_log,,,,
1267,1,2022-10-21 11:37:51.778,-0.796,0,0,2022-10-23-1343_DATABASE_1_log,,,,
1268,1,2022-10-21 11:37:51.779,-0.788,0,0,2022-10-23-1344_DATABASE_1_log,,,,
1269,1,2022-10-21 11:37:51.779,-0.778,0,0,2022-10-23-1345_DATABASE_1_log,,,,
1270,1,2022-10-21 11:37:51.780,-0.767,0,0,2022-10-23-1346_DATABASE_1_log,,,,
1271,1,2022-10-21 11:37:51.780,-0.767,0,0,2022-10-23-1347_DATABASE_1_log,,,,
1272,1,2022-10-21 11:37:51.780,-0.766,0,0,2022-10-23-1348_DATABASE_1_log,,,,
1273,1,2022-10-21 11:37:51.780,-0.76,0,0,2022-10-23-1349_DATABASE_1_log,,,,
1274,1,2022-10-21 11:37:51.781,-0.552,0,0,2022-10-23-1350_DATABASE_1_log,,,,
1275,1,2022-10-21 11:37:51.787,0.062,0,0,2022-10-23-1351_DATABASE_1_log,,,,
1276,1,2022-10-21 11:37:51.788,-0.675,0,0,2022-10-23-1352_DATABASE_1_log,,,,
1277,1,2022-10-21 11:37:51.788,-0.319,0,0,2022-10-23-1353_DATABASE_1_log,,,,
1278,1,2022-10-21 11:37:51.789,-0.299,0,0,2022-10-23-1354_DATABASE_1_log,,,,
1279,1,2022-10-21 11:37:53.658,-0.278,0,0,2022-10-23-1355_DATABASE_1_log,,,,
1280,1,2022-10-21 11:37:53.659,-0.277,0,0,2022-10-23-1356_DATABASE_1_log,,,,
1281,1,2022-10-21 11:37:53.681,-0.276,0,0,2022-10-23-1357_DATABASE_1_log,,,,
1282,1,2022-10-21 11:37:53.683,-0.276,0,0,2022-10-23-1358_DATABASE_1_log,,,,
1283,1,2022-10-21 11:37:53.683,-0.275,0,0,2022-10-23-1359_DATABASE_1_log,,,,
1284,1,2022-10-21 11:37:55.395,-0.272,0,0,2022-10-23-1400_DATABASE_1_log,,,,
1285,1,2022-10-21 11:38:00.010,0.011,0,0,2022-10-23-1401_DATABASE_1_log,,,,
1286,1,2022-10-21 12:25:19.472,0.174,0,0,2022-10-23-1402_DATABASE_1_log,,,,
1287,1,2022-10-21 12:57:22.458,0.175,0,0,2022-10-23-1403_DATABASE_1_log,,,,
1288,1,2022-10-21 13:13:29.884,0.176,0,0,2022-10-23-1404_DATABASE_1_log,,,,
1289,1,2022-10-21 13:14:00.809,0.197,0,0,2022-10-23-1405_DATABASE_1_log,,,,
1290,1,2022-10-21 13:32:31.329,0.205,0,0,2022-10-23-1406_DATABASE_1_log,,,,
1291,1,2022-10-21 13:36:33.128,0.205,0,0,2022-10-23-1407_DATABASE_1_log,,,,
1292,1,2022-10-21 13:44:00.634,0.223,0,0,2022-10-23-1408_DATABASE_1_log,,,,
1293,1,2022-10-21 13:48:32.394,0.266,0,0,2022-10-23-1409_DATABASE_1_log,,,,
1294,1,2022-10-21 13:48:44.102,0.267,0,0,2022-10-23-1410_DATABASE_1_log,,,,
1295,1,2022-10-21 13:49:32.367,0.286,0,0,2022-10-23-1411_DATABASE_1_log,,,,
1296,1,2022-10-21 13:57:38.026,0.066,0,0,2022-10-23-1412_DATABASE_1_log,,,,
1297,1,2022-10-21 14:12:13.096,0.421,0,0,2022-10-23-1413_DATABASE_1_log,,,,
1298,1,2022-10-21 14:16:19.427,0.444,0,0,2022-10-23-1414_DATABASE_1_log,,,,
1299,1,2022-10-21 14:16:19.429,0.458,0,0,2022-10-23-1415_DATABASE_1_log,,,,
1300,1,2022-10-21 14:23:30.477,0.501,0,0,2022-10-23-1416_DATABASE_1_log,,,,
1301,1,2022-10-21 14:23:30.479,0.551,0,0,2022-10-23-1417_DATABASE_1_log,,,,
1302,1,2022-10-21 14:23:30.495,0.568,0,0,2022-10-23-1418_DATABASE_1_log,,,,
1303,1,2022-10-21 14:23:30.496,0.572,0,0,2022-10-23-1419_DATABASE_1_log,,,,
1304,1,2022-10-21 14:23:30.496,0.488,0,0,2022-10-23-1420_DATABASE_1_log,,,,
1305,1,2022-10-21 14:23:30.497,0.311,0,0,2022-10-23-1421_DATABASE_1_log,,,,
1306,1,2022-10-21 14:23:30.497,-0.355,0,0,2022-10-23-1422_DATABASE_1_log,,,,
1307,1,2022-10-21 14:23:30.497,0,0,0,2022-10-23-1423_DATABASE_1_log,,,,
1308,1,2022-10-21 14:23:30.498,0.076,0,0,2022-10-23-1424_DATABASE_1_log,,,,
1309,1,2022-10-21 14:23:30.498,0.077,0,0,2022-10-23-1425_DATABASE_1_log,,,,
1310,1,2022-10-21 14:23:30.499,0.077,0,0,2022-10-23-1426_DATABASE_1_log,,,,
1311,1,2022-10-21 14:23:30.499,0.078,0,0,2022-10-23-1427_DATABASE_1_log,,,,
1312,2,2022-10-21 14:23:30.499,0.078,0,0,2022-10-23-1427_DATABASE_2_log,,,,
1313,1,2022-10-21 14:23:30.500,0.079,0,0,2022-10-23-1428_DATABASE_1_log,,,,
1314,2,2022-10-21 14:23:30.500,0.079,0,0,2022-10-23-1428_DATABASE_2_log,,,,
1315,1,2022-10-21 14:23:30.500,0.08,0,0,2022-10-23-1429_DATABASE_1_log,,,,
1316,2,2022-10-21 14:23:30.501,0.091,0,0,2022-10-23-1429_DATABASE_2_log,,,,
1317,1,2022-10-21 14:23:30.501,0.096,0,0,2022-10-23-1430_DATABASE_1_log,,,,
1318,3,2022-10-21 14:23:30.501,0.114,0,0,2022-10-23-1430_DATABASE_3_log,,,,
1319,1,2022-10-21 14:23:30.502,0.118,0,0,2022-10-23-1431_DATABASE_1_log,,,,
1320,2,2022-10-21 14:23:30.502,0.128,0,0,2022-10-23-1431_DATABASE_2_log,,,,
1321,1,2022-10-21 14:23:30.502,0.246,0,0,2022-10-23-1432_DATABASE_1_log,,,,
1322,2,2022-10-21 14:23:30.502,0.231,0,0,2022-10-23-1432_DATABASE_2_log,,,,
1323,1,2022-10-21 14:23:30.503,0.238,0,0,2022-10-23-1433_DATABASE_1_log,,,,
1324,2,2022-10-21 14:23:30.503,-0.07,0,0,2022-10-23-1433_DATABASE_2_log,,,,
1325,1,2022-10-21 14:23:30.503,-0.068,0,0,2022-10-23-1434_DATABASE_1_log,,,,
1326,1,2022-10-21 14:23:30.504,-0.068,0,0,2022-10-23-1435_DATABASE_1_log,,,,
1327,2,2022-10-21 14:23:30.509,-0.067,0,0,2022-10-23-1435_DATABASE_2_log,,,,
1328,1,2022-10-21 14:23:31.505,-0.067,0,0,2022-10-23-1436_DATABASE_1_log,,,,
1329,2,2022-10-21 14:23:31.505,-0.066,0,0,2022-10-23-1436_DATABASE_2_log,,,,
1330,1,2022-10-21 14:23:31.654,-0.065,0,0,2022-10-23-1437_DATABASE_1_log,,,,
1331,2,2022-10-21 14:23:31.943,-0.065,0,0,2022-10-23-1437_DATABASE_2_log,,,,
1332,1,2022-10-21 14:45:56.277,-0.046,0,0,2022-10-23-1438_DATABASE_1_log,,,,
1333,2,2022-10-21 14:47:15.465,0.267,0,0,2022-10-23-1438_DATABASE_2_log,,,,
1334,1,2022-10-21 15:05:02.238,0.283,0,0,2022-10-23-1439_DATABASE_1_log,,,,
1335,1,2022-10-21 15:11:06.022,0.283,0,0,2022-10-23-1440_DATABASE_1_log,,,,
1336,2,2022-10-21 15:18:51.689,0.289,0,0,2022-10-23-1440_DATABASE_2_log,,,,
1337,3,2022-10-21 15:18:07.541,0.291,0,0,2022-10-23-1440_DATABASE_3_log,,,,
1338,1,2022-10-21 15:20:09.482,0.296,0,0,2022-10-23-1441_DATABASE_1_log,,,,
1339,2,2022-10-21 15:20:09.483,0.297,0,0,2022-10-23-1441_DATABASE_2_log,,,,
